# Northern Hemisphere Extratropics 1400 Year MXD Summer Temperature Reconstruction
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite original reference when using these data,
# plus the Online Resource and date accessed.
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/18875 
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/treering/reconstructions/schneider2015temp.txt
#
# Original_Source_URL:
#
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#--------------------
# Contribution_Date
#	Date: 2015-06-12
#--------------------
# Title
#	Study_Name: Northern Hemisphere Extratropics 1400 Year MXD Summer Temperature Reconstruction
#--------------------
# Investigators
#       Investigators: Schneider, L.; Smerdon, J.E.; Buntgen, U.; Wilson, R.J.S.; Myglan, V.S.; Kirdyanov, A.V.; Esper, J.
#--------------------
# Description_Note_and_Keywords
#	Description: 
#	Annually resolved summer temperature reconstruction for the northern hemisphere midlatitudes.
#	The 15 proxy records are maximum-latewood-density chronologies with a minimum length of 600 years and a significant local summer temperature signal.
#	The proxy composite is scaled against June-August temperatures from the CRUTEM4v network (30-90N). 
#	Error estimates include calibration and reconstruction uncertainties as detailed in the corresponding publication.
#
#--------------------
# Publication
#       Authors: Lea Schneider, Jason E. Smerdon, Ulf Buntgen, Rob J.S. Wilson, Vladimir S. Myglan, Alexander V. Kirdyanov, and Jan Esper 
#       Published_Date_or_Year: 2015-06-03   
#       Published_Title: Revising midlatitude summer temperatures back to A.D.600 based on a wood density network
#       Journal_Name: Geophysical Research Letters
#       Volume: 
#       DOI: 10.1002/2015GL063956
#       Online_Resource: http://onlinelibrary.wiley.com/wol1/doi/10.1002/2015GL063956/full
#       Abstract: Annually resolved and millennium-long reconstructions of large-scale temperature variability are primarily composed of tree ring width (TRW) chronologies. Changes in ring width, however, have recently been shown to bias the ratio between low- and high-frequency signals. To overcome limitations in capturing the full spectrum of past temperature variability, we present a network of 15 maximum latewood density (MXD) chronologies distributed across the Northern Hemisphere extratropics. Independent subsets of continental-scale records consistently reveal high MXD before 1580 and after 1910, with below average values between these periods. Reconstructed extratropical summer temperatures reflect not only these long-term trends but also distinct cooling pulses after large volcanic eruptions. In contrast to TRW-dominated reconstructions, this MXD-based record indicates a delayed onset of the Little Ice Age by almost two centuries. The reduced memory inherent in MXD is likely responsible for the rapid recovery from volcanic-induced cooling in the fourteenth century and the continuation of warmer temperatures until ~1600.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Mainz Geocycles Research Centre
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Northern Hemisphere extratropical landmass
#	Location: Geographic Region>Northern Hemisphere
#	Country:  
#	Northernmost_Latitude: 90.00
# 	Southernmost_Latitude: 30.00
# 	Easternmost_Longitude: 180.00
# 	Westernmost_Longitude: -180.00
#	Elevation: m  
#------------------
# Data_Collection  
#	Collection_Name: Schneider2015NHtemp
#	Earliest_Year: 600
#	Most_Recent_Year: 2002
#	Time_Unit: AD
#	Notes: 
#           This data collection includes two parts: 
#	(1) the temperature-reconstruction with error-estimates and instrumental target (as displayed in Fig. 3 of the corresponding publication) and 
#	(2) the RCS-detrended MXD-chronologies from the 15 sites specified in the supplementary information of the corresponding publication
#
#------------------
# Chronology: 
#
#----------------
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
## age_AD	age, , ,years AD, , , , ,N
## tempanom-JJA	surface temperature anomaly, , ,deg C,JJA, , ,CPS,N
## tempanom-JJA-	surface temperature anomaly error-, , ,deg C,JJA, , ,CPS,N 
## tempanom-JJA+	surface temperature anomaly error+, , ,deg C,JJA, , ,CPS,N 
## tempanom-JJAtarg	surface temperature anomaly target instrumental, , ,deg C,JJA, , ,CRUTEM4vadj,N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
#
age_AD	tempanom-JJA	tempanom-JJA-	tempanom-JJA+	tempanom-JJAtarg
979	-0.312	-0.811	0.162	
980	0.194	-0.239	0.626	
981	-0.048	-0.477	0.401	
982	0.384	-0.126	0.866	
983	0.074	-0.384	0.525	
984	-0.241	-0.744	0.213	
985	-0.310	-0.885	0.109	
986	0.255	-0.183	0.710	
987	0.050	-0.408	0.502	
988	-0.169	-0.654	0.266	
989	-0.002	-0.513	0.412	
990	0.429	-0.067	0.909	
991	-0.090	-0.587	0.323	
992	0.077	-0.356	0.499	
993	0.184	-0.243	0.609	
994	0.008	-0.472	0.446	
995	0.227	-0.209	0.693	
996	-0.197	-0.752	0.246	
997	0.166	-0.261	0.628	
998	-0.081	-0.542	0.353	
999	-0.207	-0.722	0.230	
1000	-0.096	-0.581	0.337	
1001	-0.044	-0.531	0.418	
1002	0.005	-0.447	0.430	
1003	-0.403	-0.962	0.065	
1004	-0.396	-0.952	0.063	
1005	-0.094	-0.584	0.322	
1006	-0.028	-0.506	0.416	
1007	-0.330	-0.875	0.104	
1008	-0.013	-0.505	0.404	
1009	0.088	-0.326	0.521	
1010	-0.288	-0.826	0.174	
1011	-0.250	-0.775	0.197	
1012	-0.382	-0.949	0.065	
1013	-0.126	-0.637	0.300	
1014	0.075	-0.394	0.521	
1015	-0.136	-0.616	0.283	
1016	-0.036	-0.561	0.394	
1017	-0.200	-0.750	0.260	
1018	0.120	-0.303	0.552	
1019	0.046	-0.391	0.494	
1020	0.068	-0.392	0.504	
1021	-0.005	-0.515	0.430	
1022	0.126	-0.368	0.578	
1023	-0.095	-0.598	0.319	
1024	-0.030	-0.522	0.403	
1025	0.166	-0.275	0.614	
1026	-0.044	-0.501	0.375	
1027	-0.113	-0.602	0.303	
1028	0.305	-0.140	0.745	
1029	-0.263	-0.800	0.184	
1030	0.088	-0.362	0.559	
1031	-0.026	-0.490	0.403	
1032	-0.436	-1.041	0.024	
1033	0.292	-0.140	0.770	
1034	0.000	-0.483	0.445	
1035	-0.183	-0.697	0.261	
1036	-0.169	-0.689	0.273	
1037	-0.011	-0.471	0.423	
1038	0.090	-0.359	0.536	
1039	-0.060	-0.508	0.362	
1040	-0.193	-0.716	0.256	
1041	0.001	-0.481	0.425	
1042	-0.178	-0.692	0.294	
1043	-0.014	-0.511	0.446	
1044	-0.100	-0.593	0.327	
1045	-0.063	-0.571	0.388	
1046	-0.290	-0.841	0.190	
1047	-0.200	-0.756	0.262	
1048	0.255	-0.210	0.720	
1049	-0.057	-0.556	0.369	
1050	-0.200	-0.738	0.266	
1051	-0.236	-0.748	0.219	
1052	0.081	-0.399	0.570	
1053	-0.156	-0.685	0.294	
1054	-0.266	-0.817	0.198	
1055	-0.462	-1.063	0.028	
1056	-0.092	-0.580	0.331	
1057	-0.013	-0.492	0.453	
1058	0.002	-0.463	0.454	
1059	0.040	-0.427	0.474	
1060	-0.042	-0.512	0.402	
1061	0.041	-0.410	0.492	
1062	-0.148	-0.652	0.312	
1063	-0.446	-1.017	0.025	
1064	0.125	-0.318	0.584	
1065	-0.305	-0.834	0.135	
1066	0.082	-0.365	0.534	
1067	-0.108	-0.656	0.324	
1068	-0.591	-1.211	-0.084	
1069	-0.186	-0.722	0.265	
1070	-0.203	-0.713	0.216	
1071	-0.239	-0.765	0.204	
1072	-0.229	-0.773	0.227	
1073	-0.089	-0.612	0.356	
1074	0.144	-0.315	0.613	
1075	-0.060	-0.547	0.372	
1076	-0.174	-0.713	0.263	
1077	-0.496	-1.070	-0.008	
1078	-0.133	-0.633	0.318	
1079	0.061	-0.390	0.492	
1080	-0.135	-0.625	0.316	
1081	-0.023	-0.505	0.438	
1082	-0.245	-0.761	0.200	
1083	-0.267	-0.768	0.188	
1084	0.137	-0.322	0.592	
1085	-0.128	-0.607	0.297	
1086	0.161	-0.284	0.628	
1087	0.362	-0.102	0.862	
1088	-0.120	-0.593	0.312	
1089	-0.027	-0.485	0.413	
1090	0.072	-0.390	0.512	
1091	0.162	-0.269	0.624	
1092	0.251	-0.197	0.702	
1093	-0.169	-0.664	0.265	
1094	-0.082	-0.520	0.354	
1095	0.067	-0.416	0.554	
1096	-0.185	-0.644	0.291	
1097	0.032	-0.432	0.491	
1098	-0.106	-0.594	0.320	
1099	-0.524	-1.105	-0.065	
1100	-0.223	-0.723	0.208	
1101	-0.281	-0.815	0.154	
1102	-0.041	-0.524	0.445	
1103	0.224	-0.233	0.750	
1104	-0.082	-0.555	0.392	
1105	0.117	-0.332	0.626	
1106	0.220	-0.252	0.749	
1107	-0.247	-0.804	0.204	
1108	-0.226	-0.777	0.233	
1109	-0.746	-1.357	-0.186	
1110	-0.490	-1.047	0.012	
1111	-0.380	-0.951	0.074	
1112	-0.271	-0.793	0.181	
1113	-0.213	-0.752	0.316	
1114	-0.343	-0.873	0.099	
1115	-0.317	-0.850	0.146	
1116	-0.353	-0.878	0.088	
1117	-0.429	-0.968	0.030	
1118	-0.193	-0.712	0.257	
1119	0.039	-0.439	0.504	
1120	-0.268	-0.770	0.196	
1121	-0.132	-0.633	0.371	
1122	-0.353	-0.847	0.098	
1123	-0.223	-0.735	0.237	
1124	-0.284	-0.768	0.163	
1125	-0.081	-0.570	0.366	
1126	-0.321	-0.824	0.140	
1127	-0.390	-0.946	0.077	
1128	-0.103	-0.593	0.361	
1129	-0.116	-0.596	0.316	
1130	0.070	-0.417	0.594	
1131	-0.051	-0.507	0.368	
1132	-0.087	-0.569	0.372	
1133	-0.133	-0.602	0.292	
1134	-0.125	-0.615	0.329	
1135	0.091	-0.365	0.635	
1136	-0.222	-0.709	0.222	
1137	-0.146	-0.641	0.340	
1138	-0.034	-0.509	0.401	
1139	-0.209	-0.707	0.219	
1140	-0.170	-0.656	0.265	
1141	-0.269	-0.786	0.200	
1142	0.068	-0.424	0.579	
1143	-0.069	-0.547	0.388	
1144	-0.144	-0.648	0.307	
1145	-0.073	-0.551	0.391	
1146	-0.042	-0.523	0.437	
1147	-0.114	-0.600	0.345	
1148	-0.064	-0.543	0.391	
1149	0.010	-0.454	0.461	
1150	-0.006	-0.466	0.460	
1151	-0.198	-0.678	0.238	
1152	-0.051	-0.521	0.438	
1153	0.083	-0.352	0.540	
1154	-0.167	-0.669	0.287	
1155	0.044	-0.410	0.502	
1156	-0.077	-0.517	0.344	
1157	-0.144	-0.572	0.304	
1158	0.042	-0.404	0.501	
1159	0.067	-0.368	0.532	
1160	-0.166	-0.648	0.288	
1161	0.037	-0.399	0.523	
1162	0.170	-0.240	0.629	
1163	0.045	-0.403	0.536	
1164	-0.044	-0.491	0.390	
1165	0.101	-0.315	0.537	
1166	0.009	-0.425	0.420	
1167	0.013	-0.444	0.479	
1168	0.346	-0.079	0.870	
1169	-0.015	-0.486	0.442	
1170	-0.140	-0.581	0.300	
1171	-0.318	-0.779	0.187	
1172	-0.571	-1.061	-0.069	
1173	-0.028	-0.456	0.410	
1174	-0.248	-0.736	0.190	
1175	0.217	-0.200	0.672	
1176	-0.093	-0.555	0.318	
1177	-0.150	-0.607	0.281	
1178	-0.140	-0.582	0.317	
1179	-0.227	-0.745	0.227	
1180	-0.485	-1.010	-0.004	
1181	-0.188	-0.667	0.245	
1182	-0.187	-0.694	0.241	
1183	-0.019	-0.461	0.410	
1184	-0.083	-0.551	0.369	
1185	0.279	-0.158	0.758	
1186	-0.280	-0.771	0.169	
1187	-0.076	-0.508	0.369	
1188	-0.064	-0.544	0.423	
1189	-0.299	-0.776	0.163	
1190	-0.453	-0.943	0.018	
1191	-0.290	-0.807	0.192	
1192	-0.316	-0.819	0.123	
1193	-0.158	-0.665	0.344	
1194	-0.375	-0.893	0.088	
1195	-0.114	-0.586	0.338	
1196	-0.114	-0.590	0.326	
1197	-0.133	-0.613	0.293	
1198	0.223	-0.226	0.714	
1199	0.067	-0.369	0.552	
1200	-0.031	-0.468	0.407	
1201	-0.533	-1.034	-0.070	
1202	-0.006	-0.459	0.442	
1203	0.111	-0.322	0.608	
1204	0.056	-0.413	0.553	
1205	-0.293	-0.777	0.155	
1206	-0.224	-0.690	0.201	
1207	-0.245	-0.732	0.190	
1208	-0.077	-0.550	0.384	
1209	-0.177	-0.639	0.268	
1210	-0.024	-0.487	0.415	
1211	0.112	-0.302	0.544	
1212	0.050	-0.387	0.508	
1213	-0.185	-0.669	0.244	
1214	-0.076	-0.526	0.387	
1215	-0.034	-0.495	0.391	
1216	-0.025	-0.483	0.439	
1217	-0.216	-0.713	0.275	
1218	0.023	-0.430	0.498	
1219	-0.130	-0.615	0.333	
1220	0.119	-0.316	0.589	
1221	0.306	-0.147	0.806	
1222	-0.190	-0.669	0.315	
1223	-0.091	-0.579	0.397	
1224	0.068	-0.362	0.534	
1225	-0.212	-0.668	0.202	
1226	0.160	-0.261	0.629	
1227	0.149	-0.269	0.686	
1228	-0.134	-0.572	0.305	
1229	-0.025	-0.503	0.467	
1230	-0.444	-0.951	0.011	
1231	-0.371	-0.871	0.086	
1232	-0.177	-0.651	0.264	
1233	-0.180	-0.652	0.295	
1234	-0.357	-0.860	0.096	
1235	-0.216	-0.685	0.236	
1236	-0.244	-0.717	0.195	
1237	-0.182	-0.668	0.298	
1238	-0.214	-0.706	0.235	
1239	-0.282	-0.762	0.166	
1240	-0.145	-0.612	0.305	
1241	0.035	-0.417	0.514	
1242	-0.087	-0.558	0.378	
1243	-0.022	-0.495	0.455	
1244	-0.328	-0.816	0.094	
1245	-0.019	-0.452	0.433	
1246	-0.045	-0.508	0.434	
1247	0.032	-0.417	0.508	
1248	-0.045	-0.510	0.418	
1249	0.053	-0.387	0.520	
1250	-0.024	-0.474	0.451	
1251	0.183	-0.265	0.663	
1252	-0.056	-0.499	0.392	
1253	-0.055	-0.489	0.376	
1254	-0.064	-0.511	0.377	
1255	0.076	-0.381	0.559	
1256	-0.287	-0.772	0.129	
1257	0.029	-0.405	0.495	
1258	-0.743	-1.245	-0.201	
1259	-0.486	-0.975	0.024	
1260	-0.347	-0.827	0.148	
1261	-0.177	-0.627	0.271	
1262	-0.021	-0.460	0.396	
1263	-0.456	-0.984	-0.008	
1264	-0.042	-0.495	0.390	
1265	-0.147	-0.600	0.272	
1266	0.109	-0.362	0.586	
1267	-0.183	-0.667	0.238	
1268	-0.023	-0.480	0.448	
1269	0.007	-0.433	0.493	
1270	0.013	-0.411	0.442	
1271	0.122	-0.320	0.582	
1272	-0.081	-0.526	0.346	
1273	-0.035	-0.488	0.416	
1274	-0.003	-0.440	0.421	
1275	-0.251	-0.703	0.214	
1276	0.022	-0.409	0.462	
1277	-0.102	-0.532	0.331	
1278	-0.282	-0.752	0.179	
1279	0.186	-0.230	0.649	
1280	-0.113	-0.562	0.335	
1281	-0.025	-0.451	0.392	
1282	-0.120	-0.597	0.334	
1283	0.041	-0.389	0.480	
1284	0.061	-0.398	0.491	
1285	-0.148	-0.608	0.285	
1286	-0.267	-0.716	0.211	
1287	-0.304	-0.769	0.124	
1288	-0.354	-0.821	0.079	
1289	-0.018	-0.455	0.402	
1290	-0.337	-0.800	0.131	
1291	-0.263	-0.706	0.184	
1292	-0.280	-0.775	0.155	
1293	-0.396	-0.895	0.085	
1294	-0.374	-0.825	0.093	
1295	-0.030	-0.450	0.394	
1296	-0.001	-0.434	0.420	
1297	-0.186	-0.641	0.252	
1298	-0.305	-0.765	0.173	
1299	-0.100	-0.539	0.328	
1300	-0.149	-0.578	0.285	
1301	-0.051	-0.508	0.400	
1302	-0.037	-0.502	0.387	
1303	0.143	-0.296	0.636	
1304	0.222	-0.215	0.681	
1305	0.059	-0.386	0.536	
1306	0.276	-0.144	0.772	
1307	0.164	-0.270	0.617	
1308	0.321	-0.166	0.803	
1309	0.189	-0.246	0.655	
1310	0.322	-0.152	0.780	
1311	0.018	-0.429	0.460	
1312	0.052	-0.402	0.494	
1313	0.252	-0.226	0.740	
1314	-0.060	-0.493	0.377	
1315	0.341	-0.158	0.847	
1316	0.093	-0.361	0.519	
1317	0.069	-0.367	0.538	
1318	0.242	-0.261	0.733	
1319	-0.020	-0.445	0.439	
1320	0.205	-0.237	0.675	
1321	0.027	-0.478	0.541	
1322	-0.165	-0.630	0.289	
1323	0.085	-0.374	0.553	
1324	0.091	-0.340	0.556	
1325	0.386	-0.138	0.924	
1326	-0.109	-0.567	0.341	
1327	0.152	-0.316	0.660	
1328	-0.171	-0.656	0.268	
1329	0.110	-0.329	0.598	
1330	-0.346	-0.841	0.147	
1331	0.080	-0.365	0.519	
1332	0.180	-0.278	0.650	
1333	0.296	-0.218	0.807	
1334	0.210	-0.272	0.660	
1335	-0.200	-0.692	0.280	
1336	-0.070	-0.497	0.372	
1337	0.152	-0.285	0.641	
1338	-0.289	-0.781	0.141	
1339	-0.151	-0.622	0.319	
1340	0.019	-0.449	0.455	
1341	0.123	-0.323	0.627	
1342	-0.331	-0.819	0.174	
1343	-0.045	-0.478	0.397	
1344	-0.186	-0.622	0.255	
1345	-0.341	-0.849	0.141	
1346	-0.456	-0.977	0.029	
1347	-0.209	-0.687	0.238	
1348	0.084	-0.333	0.550	
1349	0.146	-0.291	0.598	
1350	-0.264	-0.770	0.195	
1351	0.366	-0.139	0.845	
1352	-0.209	-0.695	0.224	
1353	0.094	-0.323	0.542	
1354	0.153	-0.279	0.584	
1355	0.251	-0.201	0.746	
1356	-0.128	-0.602	0.361	
1357	0.046	-0.393	0.502	
1358	0.149	-0.309	0.644	
1359	-0.100	-0.584	0.357	
1360	0.186	-0.268	0.709	
1361	0.299	-0.176	0.770	
1362	0.437	-0.050	0.906	
1363	-0.010	-0.438	0.388	
1364	0.251	-0.169	0.649	
1365	0.326	-0.074	0.752	
1366	-0.036	-0.427	0.380	
1367	-0.064	-0.470	0.339	
1368	0.103	-0.298	0.554	
1369	0.229	-0.157	0.630	
1370	-0.064	-0.467	0.346	
1371	-0.157	-0.637	0.232	
1372	-0.088	-0.522	0.318	
1373	0.098	-0.298	0.522	
1374	0.278	-0.119	0.698	
1375	0.274	-0.123	0.717	
1376	0.260	-0.130	0.697	
1377	-0.127	-0.567	0.295	
1378	-0.102	-0.534	0.313	
1379	0.162	-0.251	0.573	
1380	-0.004	-0.394	0.394	
1381	0.077	-0.354	0.460	
1382	0.084	-0.314	0.480	
1383	0.016	-0.392	0.435	
1384	0.303	-0.090	0.754	
1385	0.381	-0.025	0.806	
1386	0.253	-0.134	0.672	
1387	0.058	-0.344	0.450	
1388	-0.027	-0.457	0.382	
1389	0.019	-0.401	0.469	
1390	0.050	-0.355	0.439	
1391	-0.099	-0.509	0.299	
1392	-0.100	-0.511	0.286	
1393	0.048	-0.345	0.434	
1394	0.045	-0.375	0.468	
1395	0.132	-0.270	0.536	
1396	0.133	-0.280	0.583	
1397	0.251	-0.141	0.671	
1398	0.333	-0.070	0.746	
1399	0.166	-0.296	0.592	
1400	0.562	0.128	1.007	
1401	0.384	-0.022	0.816	
1402	0.190	-0.199	0.614	
1403	0.267	-0.112	0.680	
1404	0.192	-0.187	0.592	
1405	0.086	-0.303	0.490	
1406	0.501	0.024	0.932	
1407	0.207	-0.196	0.623	
1408	0.446	0.022	0.866	
1409	0.312	-0.121	0.730	
1410	0.007	-0.390	0.397	
1411	0.252	-0.157	0.662	
1412	0.180	-0.238	0.619	
1413	0.319	-0.090	0.772	
1414	-0.123	-0.583	0.295	
1415	0.104	-0.284	0.512	
1416	-0.003	-0.415	0.391	
1417	0.054	-0.349	0.446	
1418	0.482	0.061	0.896	
1419	-0.029	-0.455	0.359	
1420	0.265	-0.161	0.673	
1421	0.227	-0.167	0.617	
1422	0.187	-0.206	0.592	
1423	-0.127	-0.567	0.329	
1424	0.276	-0.139	0.662	
1425	0.306	-0.103	0.718	
1426	-0.192	-0.674	0.206	
1427	0.254	-0.136	0.674	
1428	0.245	-0.144	0.686	
1429	0.086	-0.305	0.503	
1430	0.341	-0.057	0.777	
1431	0.367	-0.068	0.775	
1432	0.483	0.020	0.894	
1433	0.133	-0.286	0.547	
1434	0.497	0.051	0.901	
1435	0.145	-0.265	0.564	
1436	0.180	-0.209	0.593	
1437	0.294	-0.098	0.750	
1438	-0.112	-0.550	0.293	
1439	0.201	-0.194	0.675	
1440	-0.108	-0.567	0.278	
1441	0.170	-0.231	0.615	
1442	0.114	-0.266	0.519	
1443	0.242	-0.159	0.643	
1444	0.027	-0.386	0.429	
1445	0.139	-0.287	0.555	
1446	-0.019	-0.439	0.381	
1447	0.207	-0.186	0.603	
1448	-0.158	-0.593	0.245	
1449	-0.261	-0.699	0.132	
1450	-0.047	-0.454	0.358	
1451	0.035	-0.357	0.411	
1452	0.136	-0.251	0.517	
1453	-0.839	-1.400	-0.319	
1454	-0.098	-0.526	0.287	
1455	-0.336	-0.805	0.093	
1456	-0.121	-0.552	0.277	
1457	-0.284	-0.748	0.104	
1458	-0.065	-0.469	0.341	
1459	-0.296	-0.761	0.129	
1460	-0.057	-0.487	0.360	
1461	0.046	-0.362	0.462	
1462	-0.019	-0.464	0.400	
1463	-0.376	-0.827	0.058	
1464	0.216	-0.195	0.601	
1465	-0.023	-0.431	0.415	
1466	-0.411	-0.883	-0.002	
1467	0.147	-0.268	0.578	
1468	0.014	-0.420	0.432	
1469	0.054	-0.364	0.476	
1470	-0.096	-0.523	0.301	
1471	0.189	-0.189	0.606	
1472	0.082	-0.323	0.507	
1473	0.438	-0.013	0.852	
1474	-0.212	-0.683	0.194	
1475	-0.030	-0.465	0.354	
1476	-0.151	-0.592	0.252	
1477	-0.026	-0.439	0.382	
1478	0.285	-0.121	0.702	
1479	0.365	-0.083	0.767	
1480	0.002	-0.429	0.391	
1481	-0.363	-0.810	0.040	
1482	0.199	-0.205	0.604	
1483	-0.251	-0.713	0.124	
1484	0.135	-0.263	0.544	
1485	0.036	-0.380	0.421	
1486	0.170	-0.238	0.581	
1487	-0.136	-0.610	0.247	
1488	0.111	-0.280	0.518	
1489	0.072	-0.319	0.492	
1490	0.154	-0.250	0.594	
1491	-0.104	-0.527	0.335	
1492	-0.047	-0.473	0.335	
1493	0.142	-0.271	0.555	
1494	0.154	-0.263	0.558	
1495	-0.130	-0.546	0.297	
1496	-0.048	-0.465	0.359	
1497	-0.059	-0.499	0.338	
1498	-0.103	-0.548	0.310	
1499	0.446	-0.005	0.895	
1500	-0.080	-0.555	0.338	
1501	0.083	-0.302	0.488	
1502	-0.054	-0.520	0.340	
1503	-0.056	-0.467	0.347	
1504	0.154	-0.245	0.538	
1505	-0.089	-0.506	0.325	
1506	0.108	-0.283	0.528	
1507	0.137	-0.261	0.555	
1508	-0.050	-0.498	0.373	
1509	-0.087	-0.531	0.331	
1510	0.262	-0.142	0.664	
1511	0.075	-0.347	0.471	
1512	0.117	-0.277	0.509	
1513	0.102	-0.280	0.494	
1514	-0.030	-0.435	0.357	
1515	0.021	-0.376	0.441	
1516	-0.299	-0.786	0.093	
1517	0.102	-0.277	0.500	
1518	0.068	-0.367	0.478	
1519	0.395	-0.041	0.822	
1520	0.040	-0.390	0.462	
1521	0.327	-0.089	0.744	
1522	-0.153	-0.617	0.256	
1523	-0.201	-0.657	0.202	
1524	-0.172	-0.609	0.245	
1525	0.022	-0.407	0.410	
1526	-0.017	-0.414	0.382	
1527	-0.109	-0.569	0.306	
1528	0.037	-0.353	0.439	
1529	0.164	-0.236	0.580	
1530	0.167	-0.248	0.585	
1531	-0.121	-0.599	0.267	
1532	-0.146	-0.553	0.271	
1533	-0.128	-0.604	0.272	
1534	0.103	-0.286	0.491	
1535	-0.152	-0.617	0.266	
1536	0.168	-0.233	0.581	
1537	-0.077	-0.486	0.360	
1538	-0.113	-0.553	0.302	
1539	0.122	-0.272	0.562	
1540	0.097	-0.315	0.484	
1541	-0.007	-0.432	0.416	
1542	-0.522	-1.034	-0.074	
1543	-0.141	-0.565	0.265	
1544	-0.094	-0.517	0.364	
1545	0.082	-0.294	0.463	
1546	-0.038	-0.439	0.364	
1547	0.095	-0.306	0.532	
1548	-0.177	-0.625	0.235	
1549	-0.139	-0.631	0.275	
1550	0.068	-0.348	0.495	
1551	0.180	-0.214	0.582	
1552	0.114	-0.290	0.529	
1553	-0.056	-0.466	0.361	
1554	-0.078	-0.489	0.331	
1555	0.033	-0.376	0.444	
1556	0.125	-0.273	0.520	
1557	-0.022	-0.471	0.367	
1558	0.211	-0.212	0.617	
1559	0.059	-0.360	0.484	
1560	0.050	-0.364	0.450	
1561	0.020	-0.376	0.420	
1562	0.134	-0.267	0.521	
1563	0.074	-0.337	0.514	
1564	0.191	-0.215	0.606	
1565	0.311	-0.089	0.717	
1566	0.211	-0.180	0.640	
1567	0.215	-0.180	0.636	
1568	-0.342	-0.847	0.061	
1569	-0.381	-0.896	0.026	
1570	0.012	-0.389	0.410	
1571	-0.176	-0.652	0.246	
1572	-0.157	-0.647	0.233	
1573	-0.390	-0.927	0.028	
1574	-0.142	-0.631	0.255	
1575	0.092	-0.311	0.482	
1576	-0.259	-0.745	0.156	
1577	-0.140	-0.605	0.249	
1578	-0.126	-0.596	0.292	
1579	-0.172	-0.629	0.262	
1580	-0.259	-0.761	0.153	
1581	-0.338	-0.810	0.072	
1582	-0.046	-0.476	0.348	
1583	0.201	-0.211	0.612	
1584	0.133	-0.256	0.517	
1585	-0.578	-1.130	-0.136	
1586	-0.130	-0.561	0.267	
1587	-0.406	-0.895	0.037	
1588	-0.137	-0.639	0.267	
1589	-0.451	-0.911	-0.007	
1590	-0.167	-0.622	0.219	
1591	-0.078	-0.509	0.317	
1592	-0.319	-0.824	0.092	
1593	-0.640	-1.193	-0.175	
1594	-0.399	-0.894	0.015	
1595	-0.069	-0.506	0.309	
1596	-0.160	-0.616	0.255	
1597	-0.303	-0.795	0.114	
1598	-0.052	-0.473	0.351	
1599	0.060	-0.335	0.449	
1600	-0.309	-0.837	0.113	
1601	-1.058	-1.689	-0.534	
1602	-0.141	-0.550	0.273	
1603	-0.362	-0.841	0.041	
1604	-0.298	-0.816	0.105	
1605	-0.389	-0.924	0.033	
1606	-0.265	-0.763	0.131	
1607	-0.009	-0.418	0.377	
1608	-0.292	-0.814	0.110	
1609	-0.443	-0.991	-0.015	
1610	0.075	-0.320	0.473	
1611	-0.151	-0.625	0.248	
1612	0.009	-0.433	0.433	
1613	-0.066	-0.478	0.303	
1614	-0.364	-0.893	0.063	
1615	-0.067	-0.491	0.333	
1616	-0.215	-0.748	0.197	
1617	-0.129	-0.593	0.256	
1618	-0.115	-0.550	0.273	
1619	-0.133	-0.588	0.243	
1620	-0.201	-0.703	0.213	
1621	-0.016	-0.457	0.368	
1622	-0.153	-0.599	0.290	
1623	-0.236	-0.745	0.178	
1624	-0.378	-0.883	0.023	
1625	-0.324	-0.873	0.102	
1626	-0.031	-0.485	0.375	
1627	-0.351	-0.870	0.098	
1628	-0.351	-0.875	0.069	
1629	-0.482	-0.995	-0.067	
1630	-0.352	-0.840	0.078	
1631	-0.465	-0.981	-0.055	
1632	-0.360	-0.867	0.069	
1633	-0.271	-0.754	0.135	
1634	-0.613	-1.192	-0.148	
1635	-0.020	-0.420	0.382	
1636	-0.075	-0.543	0.318	
1637	-0.029	-0.453	0.378	
1638	-0.270	-0.802	0.133	
1639	-0.321	-0.835	0.089	
1640	-0.168	-0.658	0.229	
1641	-0.889	-1.478	-0.387	
1642	-0.586	-1.111	-0.113	
1643	-0.784	-1.354	-0.301	
1644	-0.423	-0.958	0.002	
1645	-0.226	-0.727	0.178	
1646	-0.337	-0.890	0.089	
1647	-0.250	-0.762	0.155	
1648	-0.038	-0.514	0.405	
1649	-0.545	-1.108	-0.112	
1650	-0.028	-0.438	0.375	
1651	-0.250	-0.802	0.153	
1652	-0.233	-0.713	0.170	
1653	-0.048	-0.489	0.360	
